Tweets,target(fake=0)
"b""@JoyceWhiteVance The strangest thing . Covid 19 pops up and not one person gets the Flu anymore.  Everyone having symptoms are positive for Corona Virus. That's real reason people have different symptoms /some people are affected more than others.  Think about it. What happened to the Flu?""",1
b'New cases of #COVID19 are rising in many states. Schools are facing decisions for the fall on how to welcome students back and how to engage them in a safe and supportive way. With these unique struggles and we anticipate every combination being on the table. #EMChat #highered',1
"b""@theskindoctor13 You don't even want to use 'AAPtards' for them while your adversaries call your slurs of gomutra and gobar. \xf0\x9f\xa4\x97  Language matters, Sir. Humiliate the buggers""",0
"b""@greta @TODAYshow Now's a good time to remind people that when the elderly are treated with HCQ, zinc and zpak at the first sign of symptoms, the vast majority do well and don't need to go to the hospital.  https://t.co/8suMjhf5uf""",1
b'ICMR may study and revise their Covid-19 testing protocol if necessary ......................................@PMOIndia @MoHFW_INDIA @ICMRDELHI @CMO_Odisha @HFWOdisha @SecyChief                         https://t.co/KCPkM4xo64',1
b'@krazykellie9 @GlenMillsABC4 @DrAngelaCDunn @abc4utah Your ignoring what is happening right in front of you! Turn off the fake news media and do your own research. \xe2\xa4\xb5\xef\xb8\x8fClick and read.. #plandemic #Hydroxychloroquine #FakePandemic #fakenews #BillGatesIsEvil #CovidHoax #NoVaccineForMe #TheGreatAwakening #redpill  https://t.co/sP5KzBZOvG',1
b'Bharat Biotech is to begin trials of a #coronavirus #vaccine in India as the country faces a rapidly growing outbreak: https://t.co/MAqSA191P8',1
"b'#BharatBiotech\xe2\x80\x99s COVID-19 vaccine approved for human trials, making it #India\xe2\x80\x99s first domestic candidate to get the green light from the government\xe2\x80\x99s drug regulator as cases surge in the country #COVAXIN #CoronavirusCases #Covid19Vaccine   https://t.co/TO9v7f9qfp'",1
"b""@realDonaldTrump there is nothing on this earth that passes me off more than companies that are profiteering off of innocent lives using the COVID19 and its scare tactics..FEARMONGERING! That's all this COVID19 is all about. Especially with the face masks!!!""",1
b'No dramatic change -- #Italy #COVID19 fatalities and new cases up a bit; ICU and actual positives down. Lombardia still getting about half of new cases.  Tuesday: 23 fatalities (vs 6 on Mon) to 34767; new cases 142 (vs 126); ICU 93 (vs 96); total active positives 15563 (vs 16496)',1
"b'India\xe2\x80\x99s 1st COVID-19 Vaccine - COVAXIN, Developed by Bharat Biotech gets DCGI approval for Phase I &amp; II Human Clinical Trials. https://t.co/5exbDLnY8T Follow #PharmaState Page &amp; get #Pharma Exclusive Updates! #BreakingNewsPharma #pharmanews #breakingnews #pharmaceuticals https://t.co/zn6ebYhLoQ'",0
b'Point to remember: Rajiv Bajaj was on TV promoting arsenicum album 30 #homeopathy pills as a corona cure and was opposed to lockdown.  Quackery doesn\xe2\x80\x99t work. Have a scientific frame of mind. It\xe2\x80\x99s even there in the Constitution of India! (Read it) https://t.co/iG7OFCVW8r',0
b'@thehill Global COVID-19 prevention trial of hydroxychloroquine to resume https://t.co/YZT4CAvVCi https://t.co/N5ds8Sdqfe',1
"b""@ExMuslimBD Ugly wasn't the word for disliking narendra modi, it was for the hate which ya spew being same as the radicals. What does 'gomutra' has to do with it? You're surely a hick hypocrite in appearance of ex-m. Convo Over.""",1
"b'Bharat Biotech, has successfully developed COVAXIN\xe2\x84\xa2,  India\xe2\x80\x99s 1st  vaccine candidate for COVID-19, in collaboration with the Indian Council of Medical Research (ICMR) - National Institute of Virology (NIV).   (file pic) https://t.co/elLF0yjgds'",0
"b""@sakshijoshii COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.   @ICMRDELHI  @DBTIndia @icmr_niv   #BharatBiotech #COVAXIN #covid19 #Collaboration #Indiafightscorona #makeinindia #ICMR #coronavirusvaccine https://t.co/3y7DxtsTHW""",0
"b""India's first COVID-19 vaccine candidate approved for human trials https://t.co/F9zfQZb7MV""",1
"b""Hydroxychloroquine (allopathy) Coronil(Ayurveda,yoga) Arsenicum album (Homoeopathy) Covaxin(biotechnology) INDIA IS'nt follower anymore , We are one of Global leader in trial and research.We need more support #PMOfIndia #CORONIL #\xe0\xa4\x86\xe0\xa4\xaf\xe0\xa5\x81\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa5\x87\xe0\xa4\xa6\xe0\xa4\xb5\xe0\xa4\xbf\xe0\xa4\x9c\xe0\xa4\xaf_\xe0\xa4\x95\xe0\xa5\x8b\xe0\xa4\xb0\xe0\xa5\x8b\xe0\xa4\xa8\xe0\xa4\xbf\xe0\xa4\xb2_\xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb8\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbf #ccrh #COVAXIN""",0
"b'#coronavirus Live Updates: PM Modi holds review meet, discusses COVID-19 vaccine preparation  https://t.co/fTSC63S2Uu'",0
b'@BrianKarem @PressSec @realDonaldTrump He recommended hydroxychloroquine and bleach to treat COVID-19',0
b'India\xe2\x80\x99s first COVID-19 vaccine gets approval for human trials  https://t.co/iKHTccxZKR  @himantabiswa',1
b'The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster https://t.co/mkUKV1ccEH via @grtvnews',0
b'Indian Council for Medical Research (ICMR) has suggested a new testing model under which we will be able to will declare results within 1 hour. We will launch the new testing model named Covid-19 AG test in next 2-3 days: Assam health minister #CoronavirusIndia',1
b'The reality of #COVID19 has many of us rethinking how we do #familyengagement in our schools.   I\xe2\x80\x99ve probably made more home visits in the past 3 months than I have in the past 3 years. I think there\xe2\x80\x99s value there. What do you think @KellyBushNC?',1
b'@pie2factorial @LinBiYao @DerBolshevik And hindutva invented plastic surgery puspak viman and finally gomutra for cancer\xf0\x9f\x98\x82',0
"b'Government approves India\'s first COVID-19 Vaccine ""COVAXIN"" for Human Trials!!  #COVID19 #COVAXIN https://t.co/NVLBzlaDGw'",0
b'PM Modi reviews preparations for Covid-19 vaccine development https://t.co/Zl3EdBWZ8B',1
"b'Hydroxychloroquine in the management of critically ill patients with COVID-19: the need for an evidence base,   With the rapid spread of the novel severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), critical care physicians are seeing... ,https://t.co/zsAHT5w65j'",1
"b'#COVAXIN , 1st India Made Indigenous #SARSCoV2 caused #Covid_19 vaccine developed by @BharatBiotech enters human trails in coordination with @ICMRDELHI @icmr-niv https://t.co/s09cQCMZkM'",1
"b""#India's 'first' indigenous COVID-19 vaccine #COVAXIN, developed by  #BharatBiotech in collaboration with #ICMR and #NIV, has got approval for human clinical trials.  https://t.co/PGwDLmQE16""",1
"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.  @ICMRDELHI    @DBTIndia   @icmr_niv  #BharatBiotech #COVAXIN #covid19 #Collaboration #Indiafightscorona #makeinindia #ICMR #coronavirusvaccine https://t.co/FhM1lP9sop""",1
"b""Have an in-kind donation you'd like to send our way? We're happy to hear from you at masksnowil@gmail.com. We also accept monetary donations through our GoFundMe for material and transportation costs.  #Masksnow #Covid19 #MasksSaveLives  https://t.co/4KPN5UiaNH""",1
b'An estimated 120 million children living in South Asian countries could slip into poverty within the next six months due to the COVID-19 crisis.  https://t.co/7TuMvQqc2U',1
b'#coronavirusindia  Drug Control General of India has given its approval to Bharat Biotech to conduct human clinical trials of a potential Covid-19 vaccine #CoronaVirus #Covid19 #pandemic #InfectiousDisease #CoronaVirusUpdate #vaccine',1
b'Radio Salesian (90.8 FM) run by the Salesians of Don Bosco in India and Salesian College Sonada has been selected as a partner in raising awareness about COVID-19 in a national project sponsored by UNICEF. #India #WeAreDonBosco #Salesian #covid19 #coronavirus',1
"b""@JasimQabeer @cupidonaroll @srivatsayb I think more than hindus... Muslims have taken more Gomutra with Gobar along with beef biryani \xf0\x9f\x98\x89\xf0\x9f\x98\x82\xf0\x9f\x98\x82 Every tweet Gomutra Gomutra ....Yar u want drink ur own piss...why gomutra it's Haram for u \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82""",0
b'COVID-19 lockdown in India has impacted education of over 247 million school children: UNICEF report https://t.co/vgZoiHYC8j   #VivaEducation #COVID19  #Lockdown #SchoolEducation',1
"b""@knowledgeofsci2 @ICMRDELHI @DBTIndia @icmr_niv India's first #COVID__19 vaccine #COVAXIN get approval for human trials.  https://t.co/fPRUgWUiSp""",1
"b""India's First COVID-19 Vaccine Candidate - Covaxin, Set For Phase I and II Human Trials. . . . . . . #covid #covid19india #covidupdates #covid\xe3\x83\xbc19 #IndiaFightCorona #CoronavirusInIndia #corona #coronavirus #covid19pandemic #indianews #thesubsequent https://t.co/TtvUREp7F0""",1
b'India to go ahead with human trials of COVID-19 vaccine in July. https://t.co/UgUWPsZTOR https://t.co/3VMic6adjE',1
b'Indian Council for Medical Research (ICMR) has suggested a new testing model under which we will be able to will declare results within 1 hour. We will launch the new testing model named COVID-19 AG test in next 2-3 days: Assam Health Minister.',1
"b'#Coronavirus Updates: West Bengal extends #COVID19 lockdown measures in containment zones till July 31 \xe2\x80\x94 schools, colleges, cinema halls, swimming pools, gyms, entertainment parks, social, political religious and other congregation to remain prohibited.  https://t.co/fTFgkET4at'",1
"b'@linuxyogi Dear Sir,  If you carry the Covid-19 negative certificate from ICMR approved lab which is the latest by 2 days, will be exempted from Institutional quarantine.  Regards, #Janasnehi'",1
"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by @BharatBiotech successfully enters human trials.  @ICMRDELHI @DBTIndia @icmr_niv #BharatBiotech #COVAXIN #covid19 #Indiafightscorona #coronavirusvaccine https://t.co/JUvYFYKpeL""",1
b'@eNCA So the plan is to bring Pig flu when corona virus is flattened?',0
"b'Big Pharma &amp; Big Media (the NYT, also) sabotaged hydroxychloroquine for Gilead &amp; Congress kickbacks.  https://t.co/JFLO1TnriV'",0
"b'Kudos to Bharat biotech for developing Covid-19 vaccine (COVAXIN) and getting approval for entering P1/2 clinical trial, in collaboration with NIV and ICMR. Your success in the past gives me hope!'",0
b'@i_theindian Gomutra failed again',1
"b""India's first COVID-19 vaccine #COVAXIN developed by Bharat Biotech got the nod for human trials by the Drug Controller General of #India on Monday (June 29).  Follow the story here \xe2\x96\xb6\xef\xb8\x8f  https://t.co/l5Vn3ZXovC   #COVID19 | #CoronaVaccine | #Covid_19 | #CoronavirusFacts https://t.co/H8bqhJWGTK""",1
"b""India's first COVID-19 vaccine COVAXIN: Here is everything you want to know https://t.co/vUgTj93CPl""",0
b'The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster https://t.co/JezRqU2nYm via @grtvnews',1
"b""@Juggern12545327 @Avinashchamoli2 @AkankshaKalamk3 Are bhakts are already taking gomutra and a spoon of modi shit to keep blindfold rahul gandhi or me can't help you""",0
"b'@inthecopa @wvufanagent99 Choices:  Remdesivir ~ $2,100 It is not yet known if Remdesivir is safe and effective for the treatment of COVID-19. Not FDA approved drug.  Hydroxychloroquine ~ $11 This works.  FDA approved drug.'",1
"b""@MusicManVA @Chezstacey @FINALLEVEL Okay, I don't even know what to say to that. Is that the 30 person French study? This was 2 months later. It doesn't work as a preventative. https://t.co/41qW4ICQNC""",1
b'Bhartiya Religion has evolved and became strong with Gomutra and Gobar discoveries. Jai ho https://t.co/9CFNSTi2Km',0
b'@zackjp86 There is also a new study on hydroxychloroquine resuming globally for Covid per an article just posted today. https://t.co/n1KM44yieb',1
b'@sambitswaraj He actually want them to have had gomutra instead of wine... \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',0
b'@anonsaffron Bhakts have found him now he will be famous  New Formula - Trigger bhakts get FREE PR  Bigger crybabies than the left snowflakes  GOmuTRA RoXX',0
b'Coronavirus lockdown has impacted education of over 250 million children in India: UNICEF....  #India #Lockdown #Children #Kids #UNICEF #COVID #Coronavirus #CoronavirusPandemic #Covid_19 #Pandemic #COVID19 #COVID2019 #COVID\xe3\x83\xbc19 https://t.co/55IVJXOTB8',1
b'@Xhinua_1988 @globaltimesnews Hollow comments of Great Corona Chinese fucked shits spreading virus.',1
"b""@BharatBiotech @ICMRDELHI @DBTIndia @icmr_niv inshah'Allah this vaccine will be very helpful for curing patients of Covid-19 very fast. Please Allah make it effective \xf0\x9f\xa4\xb2. And please put an end to spread of corona virus \xf0\x9f\xa4\xb2.  *Aameen*""",0
b'@itsronnie_og @bork_21 Did gomutra change you?',0
b'https://t.co/MHMszJrYh9 Lockdown has hurt education of 247 mn school kids in India: UNICEF report #lockdown #educational #schools #lockdown2020 #Covid_19 #UNICEF',1
b'Covaxin: India\xe2\x80\x99s first Covid-19 vaccine candidate by Hyderabad-based Bharat Biotech set for trials | Hyderabad News - Times of India https://t.co/Izc3277dnm',1
"b'Just to remind you, Bankers are not Corona Warriors.  \xe2\x80\x9cCorona Warriors First In Line For Vaccine When Found: Government Sources - NDTV https://t.co/ktNlfWjzL9\xe2\x80\x9d'",1
"b'@kcnkickthecat @PeciskEN Goodbye. You can lead a horse to water but you cannot make it think.  Do some research, using CREDIBLE sources that are not in the pocket of the drugs companies.  Try reading this https://t.co/GvzlJkKniW'",0
b'India\xe2\x80\x99s first COVID-19 vaccine candidate approved for human trials. https://t.co/HZ0UgkiMp8 #India #Covid_19 #healthnews #annworld https://t.co/TjEofN1mD0',1
"b'Developed by Bharat Biotech, India\xe2\x80\x99s first indigenous COVID-19 vaccine \xe2\x80\x98Covaxin\xe2\x80\x99 is all set to enter the human clinical trial phase. #COVAXIN  https://t.co/2ubB0cR3vr'",1
b'Are you from a non-EU country and wanna know if you can #travel to an #EU country as from 1 July? Or do you want a friend outside EU to come over to visit you? This article is for you! Check it out! \xf0\x9f\x97\xba\xef\xb8\x8f#TravelSafe #Europe #Covid19 #Deconfinement #Brussels https://t.co/nluJdcx8MZ',1
"b'India\'s first Covid-19 vaccine ""Covaxin"" approved for human trials  Let\'s hope for the best \xe2\x99\xa5\xef\xb8\x8f #COVID19 #COVAXIN https://t.co/BDkNNTD9bZ'",1
"b'COVID-19 Increases #Suffering of Children in #conflict - #UNICEF reports 250,000 cases of grave #violations in #armed #conflict #women and #Children are at a ""double disadvantage"". Organized violence increase in #Libya #Yemen #India #Mali #Uganda https://t.co/ETtAGc8wug'",1
b'The Media Sabotage of Hydroxychloroquine Use for COVID-19: Doctors Worldwide Protest the Disaster https://t.co/nCHIAvJERg via @grtvnews',1
"b""Read the Statement from the Secretary-General of the #OACPS, @ChikotiGeorges on #Germany\xe2\x80\x99s Assumption of the Presidency of the Council of the #EuropeanUnion, touching on #COVID19, the #EUBlacklist and the #IMF's #debt standstill mechanism \xf0\x9f\x91\x89\xf0\x9f\x94\x97https://t.co/OrK9LeNDcF https://t.co/sogXbsj6ue""",1
"b'When businesses and manufacturers look towards making a comeback post-COVID-19, they will find that IIoT offers great value. Look at the many benefits of applying IIoT in the factory,via Engineer Live &gt;&gt; https://t.co/SttDRSywC4 #IIoT #advancedmanufacturing #supplychain #COVID19 https://t.co/Oa3sAhNzjI'",1
b'@AnupSubedee Do you think   Arsenicum Album 30C\xc2\xa0will effective in the prevention of novel\xc2\xa0coronavirus infections? https://t.co/7Ni4ODmWNP',0
b'@akshaykumar Why is Akshay no longer complaining about rise in fuel prices.His vehicle runs on gomutra.',0
"b'@tamilan_ts We can eat Western shit but not promote swadeshi, unknowing advantages of Ayurveda people are opposing blindly. Your brain will work stop eating duplicate Sexual power enhancing medicines. You Gomutra has protected our father &amp; grandparents. Ayurveda is older than allopathy.'",0
"b""COVAXIN\xe2\x84\xa2, India's 1st indigenous Covid-19 vaccine, developed by Bharat Biotech successfully enters human trials.  #BharatBiotech #COVAXIN #covid19 #Collaboration #Indiafightscorona #makeinindia #ICMR #coronavirusvaccine https://t.co/hZ0HDq13te""",1
b'@sean82poet The epidemic could be solved this way:  https://t.co/V22PBBawuS',0
"b'My latest: In @AltNewsScience, we previously found Arsenicum Album 30 ineffective as a treatment against coronavirus. Subsequently, AYUSH released annexures to claim that homeopathy strengthens immunity. After reviewing, the claim was found unscientific. https://t.co/y3SBwqvz5s'",1
b'Covid 19 infection 5lakh to 6lakh covid just 5 days only. Ab kitna vishm paristhiti chahiye aap ko dr rp nishank ji.aap ko smjh aa jana chahiye ab tk agr dimag h aap k pass toki exam conduct krwana suicide se km ni h. Ab ICMR bhi postpond ho gya. #postponejeeneet2020 #NoExamsInCo https://t.co/oAUQiFhFca',1
"b""India's first COVID-19 vaccine candidate, COVAXIN, has gotten approval for human trials. It has been jointly developed by ICMR (Delhi), NIV (Pune) and Bharat Biotech.""",1
b'Prime Minister @narendramodi  on Tuesday reviewed India\xe2\x80\x99s preparations for vaccinating its vast population against #COVID19 once a vaccine is available and asserted that vaccination must be affordable and universal. #Covid19Vaccine  https://t.co/tGnSXQuEYo',1
b'India\xe2\x80\x99s First COVID-19 Vaccine Candidate COVAXIN To Begin Human Trials I... https://t.co/ipmyhx0L55 via @YouTube',1
"b'Help support the Broadway community by signing this petition to extend covid19 emergency unemployment! https://t.co/NZCEDxh5TS ++ If your hiring for content/social media roles, please consider Chris! https://t.co/O45nqmuHrh'",1
"b'@kar_akankshya @DrRPNishank @PMOIndia @HRDMinistry @DG_NTA @agupta_7 @drharshvardhan @AmitShah @DrAnandMani2 @nsui @MoHFW_INDIA @Neerajkundanfa1 @lokeshchugh09 Thank u so much for the video..it was really needed.. according to him ""GOMUTRA"" ""CORONIL"" is the solution.. #PostponeNEETandJEE #PostponeNEETandJEE #PostponeNEETandJEE @agupta_7 @DrAnandMani2 @VipinKu32525266 @nsui'",0
b'Indian Council for Medical Research (ICMR) has suggested a new testing model under which we will be able to will declare results within 1 hour. We will launch the new testing model named COVID-19 AG test in next 2-3 days: Assam Health Minister https://t.co/b99aY3P5Rd',1
b'A minority report (from a Nobel prize winner) on #COVID19 https://t.co/u6zn41HN34',1
b'@nmorris10 @TheTuna450 @geverman @GovMurphy Protests are not linked to spikes in corona virus  https://t.co/m6OTSPszyU  https://t.co/ykyZFkikPc  https://t.co/XDbzF1ulnU',1
"b'#India\xe2\x80\x99s First COVID-19 vaccine candidate, Covaxin.   Virus isolated in India, manufactured in India, developed in India.   A true testament to Public-Private Partnership between Indian Council of Medical Research (ICMR) and Bharat Biotech.  #covid #vaccine #makeinindia #covaxin https://t.co/MNosYcaAI9'",1
b'How a False Hydroxychloroquine Narrative Was Created. \xe2\x80\x9cDangerous\xe2\x80\x9d When Used for Covid-19 https://t.co/PoKx5HcHeO via @grtvnews',0
b'I accept the challenge of Corona virus. Ready with my Ayurvedic Mixture of Gomutra salt and herbal. Can control all types of viruses in 2 days. First time in the world this type of medicine. Give me an opportunity.#Coronavirus https://t.co/yDX5Q2JCBm',0
"b'@Damkyan_Omega ""Although recent research suggests that hydroxychloroquine may not be an effective treatment for patients hospitalized with COVID-19, the question of whether it offers benefit when given early in the course of the disease remains unanswered.""'",1
"b'CoVID19 impacts on brain.@PsethNbrc @TRRaju1 @NIMHgov @ICMR Three Stages to COVID-19 Brain Damage, New Review Suggests https://t.co/RudYuLBSsA via @medscape'",1
"b'Haryana Govt recruited 206 Ayush medical doctors to fight COVID-19 and distributed ayurvedic and homeopathic medicine Arsenicum album 30 among Corona warriors including medical doctors, sanitation workers, etc. https://t.co/VQpuvF9FBX  science#homeopathy (https://t.co/eqmSzoeVX5)'",1
"b'""As we continue to fight the #COVID19 pandemic and after the virus subsides, we need to ensure that people have access to resources and support to manage mental health and substance use issues, specifically suicide."" - APA President Dr. Jeffrey Geller https://t.co/D2BBN7uDMv'",1
"b'In an earlier sci-check, we found Arsenicum Album 30 ineffective as a treatment against coronavirus. Subsequently, AYUSH Ministry released annexures to claim that the pills strengthen immunity. This claim is also unscientific. - @Neurophysik   https://t.co/LFIKG2aUgL'",1
"b'This video show how google clan grows n Treating US born. Now n only Indian origin for leadership Others aren\xe2\x80\x99t good enough. They are supposed to worship cow as god n drink gomutra, cow urine for good. How twisted their psyche, only race considered superior Breed by gogle honchos https://t.co/KOIJQ59pnK https://t.co/AlafSxz6cc'",0
b'@HuXijin_GT China make virus Chinese virus spread all over world China is accused on death due to Corona',0
"b""Crony Capitalism?? A recent study of Hydroxychloroquine's effectiveness, with over 65K in the study group, showed Hydroxychloroquine as effective against COVID-19. So, besides Gilead, which Pols are making big $$ off of Remdesivir? https://t.co/0iaj4S4MHy""",1
b'@bonacci_mike @FancyBitch_Here This article shows how doctors are rebelling against the suppression of hydroxychloroquine:   https://t.co/V22PBBawuS',1
b'https://t.co/JV2lUcFsnI  Way to go! Human trials start in July. Something is better than nothing in the Indian scenario. #COVID19India https://t.co/HfHA5Wobyo',1
"b'@LinaHidalgoTX https://t.co/zpjgRg0jl4 Your President suggested #hydroxychloroquine for Covid 19 treatment, you should give it a try.  It actually works!  You won\xe2\x80\x99t hear that from your Puppet Masters the WHO.  Their goal is to raise Covid death count.  #dexamethasone #Hydroxychloroquine'",1
"b'""ICMR Must Decide if it Is India\'s Council for Medical Research or its Master\xe2\x80\x99s Voice""  Strong words, but an science inst must act as an science inst and not a bureaucratic office  https://t.co/FXhJ2DLnlH'",1
b'Trusted Kansas EXPERT advice on the TRUTH behind mask \xf0\x9f\x98\xb7 wearing for safety prevention to help protect all individuals from #COVID19.  Wichita pulmonary specialist straightens out fact vs. fiction with wearing masks https://t.co/EWpoP7VuBV',1
b'@timesofindia @narendramodi Yes better place like rank 1 with all supliments in all Indian subject.. wah modi zee wah #Gomutra science and graduate in internet science done by by Narendra  Modi @narendramodi @ANI @NarendraMoMo @LavanyaBallal https://t.co/tUOwePSbMD',0
"b'@onelifemax @VirusPathways @pedrobeltrao @dlswaney @VignuzziLab @KroganLab @DoctorBou @_b_meyer @virusninja @jeanklim @verorezelj @BenjaminNilsson @kevansf @danishm20 @grosse_lab @CellCellPress @barabasi @Baric_Lab @davidasinclair @dandavis101 @GladstoneInst @foundmyfitness @mdpatrick @npure3 @RMedzhitov @VirusesImmunity Remember this? Isn\xe2\x80\x99t this about what the \xc2\xabperfect\xc2\xbb #COVID19 therapeutic would do (based on the known mechanisms/factors as of today? &amp; this is in young people, in older people higher doses has been shown to reduce some of the negative factors by 50 to 90%+ https://t.co/zHC4vg9saN https://t.co/PHcTCECT5X'",1
"b'Indian vaccine manufacturer Bharat Biotech has announced obtaining da approvals of da DCGI to initiate phase-I and II human clinical trials for da vaccine candidate for Covid-19 it developed in collaboration with da National Institute of Virology, part of the ICMR'",1
"b'ICMR which is also conducted by NTA has been postpined due to covid 19 emergency.  We demand equality, when every exam is getting postponed then why are Neet and jee aspirants being mentally disturbed \xf0\x9f\x98\xaa\xf0\x9f\x98\xaa\xf0\x9f\x98\xaa #PostponeneetJee  #HealthOverNEETjee  #WakeupHRDpostponeNEETjee'",1
"b'@ajjaffe I\xe2\x80\x99m sorry but this all started with: \xe2\x80\x98stay at home for two weeks and that will stop the corona virus in its tracks\xe2\x80\x99,  Now, after people have made months of huge sacrifices,  #JoeBiden is mumbling about starting over?  #Biden2020 #Corona'",1
"b""COVAXIN: Do you know about India's first indigenous vaccine for COVID-19? https://t.co/PkRpNrSZUR  #COVAXIN #COVID19 #coronavirus #CoronaVirusUpdates""",1
"b'@l0ndonnnnn \xf0\x9f\xa6\xa0 corona Gonna show who the real kings are .tell him you got the virus. If he stay and take care of you , he is real ! \xf0\x9f\x92\xaf'",1
"b""So Hydroxychloroquine has failed. \xf0\x9f\xa4\x94 That's because @POTUS praised it. #FakeNewsMedia has all the right talking points. Not. #Winning \xf0\x9f\x87\xba\xf0\x9f\x87\xb8\xf0\x9f\x99\x8f\xe2\x9d\xa4\xe2\x9a\x98  Hydroxychloroquine, a drug promoted by Trump, failed to prevent healthy people from getting covid-19 in trial  https://t.co/m2HevcIZFS""",1
b'COVID-19: Pune court dismisses plea seeking a ban on homeopathic medicine Arsenicum Album 30 https://t.co/WOiWg1QuBK',1
"b""COVAXIN, India's First COVID-19 Vaccine Candidate, Set For Phase I, II Human Trials - NDTV https://t.co/c9fYWAUsSH""",1
b'The Media Sabotage of Hydroxychloroquine Use for COVID-19: https://t.co/mUcNtEtKze',1
"b'@blane1122 @moinqueens @JonathanFalcons @NYGovCuomo Nah that was the nursing homes.  Not Cuomo.  Blame the idiots and organizations who are literally paid to take care of these people and didn\xe2\x80\x99t.  My mom works for a nursing home in NJ, but they prepared properly and had no new infections after taking outside covid19 patients in'",1
"b'@NYGovCuomo Don\xe2\x80\x99t worry Cuomo, no one wants to come to your state!  Stay out of ours! Try to explain to the people why you put the elderly people with corona virus back in the nursing homes. YOU HAVE BLOOD ON YOUR HANDS!  You\xe2\x80\x99re a disgrace!'",1
"b'Should you require practical #PPE, we have a selection of every day items on our Workwear website. Head over to https://t.co/GRh1fxETs9 and order yours now!   #StaySafe #COVID19 #ProtectiveWorkwear https://t.co/qfYjLubds0'",1
"b""India's first COVID-19 vaccine COVAXIN has received the approval of drug regulator DCGI for phase 1 &amp; 2 of human clinical trials. The drug has been developed by Bharat Biotech #COVID19 #COVAXIN Human clinical trials are scheduled to start across India in July 2020 #BharatBiotech https://t.co/8aAcaPWJkw""",1
b'Scammers are marketing fraudulent #COVID19 antibody tests and may seek to obtain personal health info for theft schemes. Check the @US_FDA website for approved testing companies and only share your health info with trusted medical professionals. https://t.co/Uht7AaOAaW',1
"b'@MinistryWCD @PMOIndia @amitabhk87 @dpradhanbjp @CMO_Odisha Over 8,80,000 children could die due to Covid-related issues in next 12 months; most deaths likely in India: UNICEF report | India News,The Indian Express https://t.co/vH1hBRZv5p'",1
"b""COVID-19 updates \xf0\x9f\x91\x89https://t.co/1QTVkE7yZb  \xe2\x80\xa2Scientists warn new swine flu has potential pandemic risk \xe2\x80\xa2WHO warns pandemic 'not even close to being over'  \xe2\x80\xa2India's first vaccine approved for human trials \xe2\x80\xa2Some US states hit pause on reopening plans https://t.co/1QTVkE7yZb https://t.co/6NNaCsFlQk""",1
"b'My story @PTI_News  Dr Gangakhedkar, the face of ICMR during COVID-19 pandemic, retires https://t.co/8U0Hi5yJ2U @ICMRDELHI @MoHFW_INDIA'",1
"b'""\xe2\x80\xa6 no one expects ICMR to contradict Centre\xe2\x80\x99s COVID-19 response strategy on any count. \xe2\x80\xa6 This is unacceptable bec ICMR is not just India\xe2\x80\x99s council for medical research but the principal fount of scientific knowledge vis-\xc3\xa0-vis India\xe2\x80\x99s COVID-19 epidemic. Its failures hurt us all""'",1
b'Why did business open back up makes no sense corona virus isn\xe2\x80\x99t controlled and it\xe2\x80\x99s just spreading more and more watch everything will be shut down again',1
"b'@DrRPNishank ICMR which is also conducted by NTA has been postpined due to covid 19 emergency.  We demand equality, when every exam is getting postponed then why are Neet and jee aspirants being mentally disturbed \xf0\x9f\x98\xaa\xf0\x9f\x98\xaa\xf0\x9f\x98\xaa #PostponeneetJee  #HealthOverNEETjee  #WakeupHRDpostponeNEETjee'",1
b'Why is the COVID-19 mortality rate higher in Western Europe ? Explained here clearly by @gummibear737 - Hydroxychloroquine https://t.co/3IHSe0JwjG',1
"b'Coronavirus disease Guideline: As more and more cases of coronavirus cases are being reported, we are following the directives issued by WHO and ICMR. Coronavirus (COVID 19) and Human reproduction Presently, very less is known about the impact of COVID-19  https://t.co/BGpdcz83Ur https://t.co/R6L6oTLKnh'",1
"b""Serum Institute is where 90% of all the vaccines in the world are made.  And the vaccine for COVID 19 will be made here.  India's leadership in solving this Pandemic is testament to the world why India is emerging as leader.  @DrUmeshPrabhu @ParagSinghal09 https://t.co/3VLq7JW5ok""",0
"b""COVID-19 Update: Bharat Biotech Develops India's First Coronavirus Vaccine, COVAXIN https://t.co/VQxCHFScmf""",0
